,index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc,word_ind,ori_word,clip_index,_before_no,_after_no,before_text,after_text,_before_kor,_after_kor,word_meaning,verify
167,79808,remind,229,"(chimes) All right, I'll remind you.",BB514,744358,747159,chimes all right i'll remind you,./bigbang,F,18,remind,12,7,4,"Kripke.
Heads up.
Professor Rothman urinated in the particle physics wab again,
so we're going to move up his wetirement party.
Fwiday, 5:00-- pot wuck.
Thanks, Barry.
(chimes) Siri, remind me","You got Siwi, huh?
Voice wecognition on that thing is terrible.
Wook.
(chimes) Siwi, can you wecommend a westauwant?","크립키
전할 말이 있어
로스만 교수가 소립자 물리  실험실에 또 오줌을 쌌어
은퇴 파티를 좀  앞당기려고
금요일 5시, 음식 준비해와
고마워, 배리
시리, 금요일 아침에 빵을 만들어 놓으라고 알려줘","시리 구입했네?
음성 인식  잘 안 되던데
이것 봐
시리, 웨스토왕 좀  소개해 주세요",v. 상기시켜주다,F
168,93402,remind,241,"MRS. WOLOWITZ: Bernadette, I want to remind you,",BB521,771182,774216,mrs wolowitz bernadette i want to remind you,./bigbang,F,18,remind,13,7,1,"I'm just letting him have
It's not the same thing.
Sheldon doesn't know when he's being mean
because the part of his brain that should know
Fine, I'll just make him do a couple more things,
then I'll stop.
No, you have to stop now.","Oh, damn.","똑같이 당하게  하는 것 뿐이야
상황이 다르잖아
쉘든은 자기가 언제 나쁜 행동을 하는지 몰라
잘못을 인식 못하는  뇌 구조를 갖고 있어
그럼 몇 가지만 더 시키고
그만할게
아니, 지금 그만해",젠장,v. 상기시켜주다,F
169,56046,reminds,229,"Oh, sorry. This wedding just reminds me",BB503,746902,749502,oh sorry this wedding just reminds me,./bigbang,F,18,remind,14,7,3,"In some cultures, we'd stand outside of their bedroom
cheering as they achieved orgasm.
That sounds like a late night,
and I have work in the morning, so...
Leonard, you may not have noticed,
but I am being a delight here.
And you're not holding up your end of the evening.","of my kinda-sorta girlfriend 9,000 miles away.
I have a kinda-sorta boyfriend who's playing with a model train
right now, you don't hear me bitching about it.","어떤 나라에서는 하객들이 침실밖에서
부부가 오르가즘에 오르면 같이 환호를 해준대
나도 참석하고 싶지만
내일 일이 있어서...
레너드, 모르는가 본데
난 널 기쁘게 하려고 지금 애쓰고 있어
그런데 너는 별로 시원찮은 반응이다","이역만리에 떨어져 있는 내 여자친구가 생각나서
나도 남자친구가 장난감 기차에 미쳐있는데
내가 한 번이라도 지랄하는거 들어봤냐",v. 상기시켜주다,F
170,62115,reminds,90,And that reminds me of another saying.,BB506,271822,273938,and that reminds me of another saying,./bigbang,F,18,remind,15,6,3,"You never think about it going the other way.
Well, you can't force things.
You need to figure out if you're in a relationship
or if you're just calling it one.
It's like they say-- a cat can have kittens
in the oven but that don't make 'em biscuits.","You can lead a chicken to Crisco, but you can't
make your mother fry it.
Sheldon, you pester me one more time about chicken,","그렇게 반대로 생각할 수 있구나
억지로 지속하지는 마
실제로 감정이 있는 건지
끼워 맞추는 건지  생각할 필요가 있어
말을 물가에  끌고 갈 수는 있어도
억지로 물을 먹일 수는 없다","닭을 식용유에  끌고 갈 수는 있어도
억지로 엄마한테  요리를 시킬 수는 없다
또 치킨 얘기 꺼내기만 해",v. 상기시켜주다,F
171,70174,reminds,6,"Oh, that reminds me, I get fresh sheets tonight. Yay.",BB510,17148,20847,oh that reminds me i get fresh sheets tonight yay,./bigbang,F,18,remind,16,6,3,"It's amazing people keep coming
instead of just downloading comics digitally.
It's probably for the best.
For a lot of these guys, the weekly trip here
is the only chance their mom has to go down
to the basement and change their sheets.","Well?
What do you think of New Comic Book Night?
Sheldon, I'm disappointed.","만화방이 계속 붐비다니 놀랍지 않아?
다운 받아서  볼 수 있을 텐데
그게 최선일 거야
유일하게 외출하는 날이잖아
엄마한테 지하실에  내려갈 기회도 줘야지
이불 빨래 해줘야 되니까","어때?
만화방에 오는 것도  꽤 근사하지?
쉘든, 실망이야",v. 상기시켜주다,F
172,56333,reminding,275,Thank you for reminding me,BB503,931436,932769,thank you for reminding me,./bigbang,F,18,remind,17,6,5,"There we go, last floor.
I just can't figure out what happened.
I put my left leg in, I took my left leg out,
I put my left leg in, and something just snapped.
The hokey pokey is a young man's game.
(chuckles) I did have a great time.","it's okay to have fun once in a while.
You're welcome.
And also for breaking the head off the ice swan
so I could hold it against my pulled groin.
I excel","다 왔어, 마지막이야
어떻게 이렇게 된건지 아직도 모르겠어
왼쪽 다리를 안으로 넣고 다시 왼쪽 다리를 빼고
다시 왼쪽 다리를 넣었더니 갑자기 다리가 삐끗하더라
유치원 애들 춤이 좀 어렵긴 해
그래도 재밌었어","이렇게 즐기는것도 좋다
별말씀을
그리고 백조 얼음 조각을 깨뜨려서
사타구니 부위를 마사지 하는것도 좋았어
내가 원래",v. 상기시켜주다,F
173,66806,regard,189,an action they took with no thought or regard,BB508,677924,680258,action they took with no thought or regard,./bigbang,F,19,regard,10,6,3,"with an emotional Amy Farrah Fowler.
This on a night
the space-time geometry in higher-spin gravity
and building my Lego Death Star.
And why? Your gal pals, Penny and Bernadette,
went out shopping for some wedding nonsense without Amy,","as to how it would affect me, the future of string theory
or my Lego fun time!
What do you want  us  to do about it?","에이미가 감정적으로 변했어
내가 계획했던 밤이 아냐
중력보다 스핀이 클 때의 시공간 기하학 연구하고
레고 데스스타를  만드려고 했어
왜냐고? 너네 여자친구 때문이야
에이미를 빼고  웨딩 쇼핑인지 뭔지를 갔거든","내 시간을 방해하고, 끈이론의 미래를 망치고
레고도 못 만들었어
그래서 어쩌라고?","v. 여기다, 간주하다",F
174,13833,regarding,105,I'm sorry. I'm finding your reckless nonchalance regarding the check-engine light to be very troubling.,BB205,360254,366503,i'm sorry i'm finding your reckless nonchalance regarding checkengine light to be very troubling,./bigbang,F,19,regard,11,4,2,"So, congratulations. You win.
Do you wanna go again?
Why don't we just have a little quiet time now?
All right.","Get out.
I have to tell you that while I do have a theoretical understanding","페니가 이겼어요, 축하해요
한 번 더 할래요?
이제 좀 조용히 있는 건 어떨까요?
알겠어요","내려요
내연기관의 작동원리를 이론적으로 이해하고 있는 저로써는 당연히 말해줘야죠","v. 여기다, 간주하다",F
175,20566,regarding,213,"I see. Apparently, my earlier inquiry regarding you and Leonard crossed some sort of line.",BB209,813103,818703,i see apparently my earlier inquiry regarding you and leonard crossed some sort of line,./bigbang,F,19,regard,12,5,5,"What?
Penny.
Zucchini bread.
Thank you. - May I come in?
No.","I apologize.
Well, thank you.
Have you and I returned to a social equilibrium?
Yes. - Great.
New topic.","왜요?
페니
호박빵이에요
고마워요 - 들어가도 돼요?
아뇨","사과할게요
고마워요
그럼 사회적 균형상태로 돌아온 건가요?
네 - 좋아요
새로운 주제예요","v. 여기다, 간주하다",F
176,28029,regarding,58,"I'm following up on our pending friendship, and I look forward to hearing from you regarding its status.",BB213,232850,238634,i'm following up on our pending friendship and i look forward to hearing from you regarding its status,./bigbang,F,19,regard,13,4,2,"Barry, It was pleasant seeing you today in the cafeteria.
I saw that you purchased the chef's salad.
Apparently, you did not know that the chef's salad is kitchen trickery, to utilize scrap meat.
Nevertheless, I hope you enjoyed it.","Sheldon Cooper.
What's up with Ichabod?","Barry, 오늘 너랑 카페에서 만나서 반가웠어
니가 chef's salad 사는 거 봤는데
확실히 넌 chef's salad가 저질 음식이라는 걸 모르고 있어. 찌끄레기 고기 처리할려고 만드는.
그래도, 니가 그걸 잘 먹었길 바래.","Sheldon Cooper였어.
우리 불운아(Sheldon)한테 뭔 일 있대?","v. 여기다, 간주하다",F
177,63622,regarded,331,"Me, a highly regarded physicist.",BB506,1045814,1048831,me highly regarded physicist,./bigbang,F,19,regard,14,1,2,Look at the two of us.,"The kind of mind that comes along once,
You, the common man,",우리 둘 좀 봐요,"한 세기에 나올까 말까한 명석한 두뇌를 갖고 있죠
그쪽은 일반인이고요","v. 여기다, 간주하다",F
178,68336,report,68,I'd like to report a dangerous wild animal.,BB509,238368,241136,i'd like to report dangerous wild animal,./bigbang,F,20,report,10,5,4,"You're right. I'm fine. I'm wearing this.
Really? A blazer? All right.
Yes, hello.
This is Dr. Sheldon Cooper.
I'm at 2311 North Robles Avenue.","A blue jay.
I'm sorry, this is Animal Control.
I don't understand the laughter.
No, the bird is not in my home.","그래, 그냥 이렇게 입을래
블레이저를 입는다고?  그러던가
여보세요
쉘든 쿠퍼 박사입니다
2311 노스 로블레스  에버뉴인데요","큰어치요
동물관리국 아닌가요?
왜 웃는 거죠?
아뇨,  집안에 있지는 않아요","v. 보고하다, 알리다",F
179,79068,report,80,and we report it so it can be fixed.,BB514,257597,260414,and we report so can be fixed,./bigbang,F,20,report,11,8,3,"How about this,
are you familiar with the typical development
You know, just for fun, let's say I'm not.
Before an application is released,
they give it a trial run.
W-We could do that.
And if we hit a rough spot, instead of getting mad,
just say, ""Hey, we found a bug,""","You mean like a beta test?
Well, technically, this would be an alpha test.
A beta test requires people that weren't involved","이러면 어때
컴퓨터 소프트웨어의 개발 절차에 대해 알고 있나?
재미를 위해 모른다고 할게
프로그램이 배포되기 전에
시범 운영을 하지
우리도 그러면 되지
잘 안 풀리면 화를 내지 말고
'앗, 버그를 발견했다'","베타 테스트처럼?
정확히 말하자면 알파 테스트야
베타 테스트는 개발에 참여하지 않은 사람들이...","v. 보고하다, 알리다",F
180,79396,report,147,"Bug report: When a guy asks me to spend time with him,",BB514,477984,481686,bug report when guy asks me to spend time with him,./bigbang,F,20,report,12,5,3,"Careful, it's that kind of sass
that can get a person uninvited to this year's Who Con.
Uh, we're not counting this as a date,
Um, I'm not sure,
but I think the right answer here is ""no.""","maybe he plans something a little more interesting
Even  Doctor Who?
Even  Doctor Who.","계속 그렇게 떠들면
올해 닥터후 컨벤션에 초대받지 못할 수 있어
이건 데이트로  치는 거 아니지?
잘 모르겠는데
아니라고 해야 맞지?","집에서 TV를 보는 것 보단 재밌는 데이트를 준비해야돼
'닥터후'라도?
'닥터후'라도","v. 보고하다, 알리다",F
181,79431,report,153,"Okay, bug report taken.",BB514,495917,498953,okay bug report taken,./bigbang,F,20,report,13,6,3,"Bug report: When a guy asks me to spend time with him,
maybe he plans something a little more interesting
Even  Doctor Who?
Even  Doctor Who.
SHELDON: All right, that's it.
(snaps fingers) Who Con-- you're out.","Next time I will have a better plan
Well, thank you. I'll see you tomorrow.
Oh, wait, here, almost forgot.","버그를 발견했어, 남자가 시간을 보내자 하면
집에서 TV를 보는 것 보단 재밌는 데이트를 준비해야돼
'닥터후'라도?
'닥터후'라도
못 참겠다
닥터후 컨벤션에서 빠져라","다음 번에는 재밌는  데이트를 준비할게
고마워, 내일 보자
잊을 뻔 했네","v. 보고하다, 알리다",F
182,79457,report,159,My bug report to you.,BB514,510016,511498,my bug report to you,./bigbang,F,20,report,14,8,0,"SHELDON: All right, that's it.
(snaps fingers) Who Con-- you're out.
Okay, bug report taken.
Next time I will have a better plan
Well, thank you. I'll see you tomorrow.
Oh, wait, here, almost forgot.
Here.
What's this?",,"못 참겠다
닥터후 컨벤션에서 빠져라
버그가 접수됐어
다음 번에는 재밌는  데이트를 준비할게
고마워, 내일 보자
잊을 뻔 했네
여기
이건 뭐야?",,"v. 보고하다, 알리다",F
